row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
towergate-boat-insurance-review__maximum_vessel_value,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Maximum vessel value,"£1 million on yacht, motorboat and sailing policies",1,,,GBP,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__rescue_and_evacuation,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Rescue and evacuation,"Up to £50,000",,,,,,own_review,2026-08-28,false,medium,current,
towergate-boat-insurance-review__uninsured_vessel_cover,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Uninsured vessel cover,"Up to £50,000 for family and guests",,,,,,own_review,2026-08-28,false,medium,current,
towergate-boat-insurance-review__personal_accident,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Personal accident,"£25,000 per person, £10,000 under 16, £100,000 in any one period",25000,,,GBP,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__legal_expenses,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,legal_expenses,Legal expenses,"Optional, up to £100,000, via Arc Legal and AmTrust Specialty (FRN 202189)",,,,,,own_review,2026-08-28,false,medium,current,
towergate-boat-insurance-review__rya_discount,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,RYA discount,Up to 10%,10,,,percent,,own_review,2026-08-28,false,medium,current,
towergate-boat-insurance-review__cooling_off_days,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,cooling_off_days,Cooling-off period,14 days from receiving the documents,,,,,,own_review,2026-08-28,false,high,current,
towergate-boat-insurance-review__marine_sales_and_service,Boat Insurance,towergate-boat-insurance-review,Towergate Boat Insurance,https://compare100.com/towergate-boat-insurance-review/,,Marine sales and service,01242 531172 for former Towergate policies; 01273 863400 for Navigators & General,,,,,,own_review,2026-08-28,false,high,current,
towergate-tradesman-insurance__personal_liability,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,personal_liability,Maximum public liability limit,"£10,000,000 — quoted in £1m, £2m, £3m, £5m and £10m steps, higher on request",10000000,,,GBP,,own_review,2026-09-21,true,high,current,
towergate-tradesman-insurance__regulated_entity,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,,Regulated entity,"Advisory Insurance Brokers Limited — company 04043759, FCA firm reference 313250",,,,,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__registered_office,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,registered_office,Registered office,"2 Minster Court, Mincing Lane, London EC3R 7PD",,,,,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__brand,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,,Brand,Everywhen since 17 November 2025; the Towergate name is retired,,,,,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__public_and_product_liability,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,,Public and product liability,"£1m, £2m, £3m, £5m, £10m — “higher on request”",1000000,,,GBP,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__employers_liability,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,employers_liability,Employers' liability,"Quoted to £10,000,000",,,,,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__tools,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,,Tools,"£1,000–£5,000 per person, single article to £1,500, £100 excess",,,,,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__height_and_depth,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,,Height and depth,Work to 15 metres up and 2 metres down,,,,,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__professional_indemnity,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,,Professional indemnity,"£1,000,000 to £10,000,000, written on a claims-made basis",,1000000,10000000,GBP,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__legal_expenses,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,legal_expenses,Legal expenses,"From £100,000 on the contractors' all risks product",100000,,,GBP,,own_review,2026-09-21,false,high,current,
towergate-tradesman-insurance__underwriter,Tradesman Insurance,towergate-tradesman-insurance,Towergate Tradesman Insurance (now Everywhen),https://compare100.com/towergate-tradesman-insurance/,underwriter,Insurers named on the panel,"AXA, Arch, Covéa, Markel, QBE, Zurich and Intact — seven",,,,,,own_review,2026-09-21,false,high,current,
wicked-quotes-motorbike-insurance-review__trading_name_of,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Trading name of,Novitas Underwriting Agency Limited (company 03106533),,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__fca_firm_reference,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,fca_firm_reference,FCA firm reference,307931,,,,identifier,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__trading_since,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,trading_since,Trading since,1996 as Novitas; the Wicked Quotes brand for 15+ years,,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__underwriter,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,underwriter,Insurers named,"Aviva, AXA and Markerstudy; two older schemes in run-off",,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__third_party_property_limit,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Third party property limit,"£20,000,000 per occurrence",20000000,,,GBP,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__broker_fee,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Broker fee,Up to £150 to set up or renew on selected products,,,,,,own_review,2026-08-31,false,medium,current,
wicked-quotes-motorbike-insurance-review__mid_term_change,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Mid-term change,£50 per adjustment; £50 to cancel; £5 for duplicate documents,,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__foreign_use,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Foreign use,"Up to 30 days per trip, 90 days a year, 31 European countries",,,,,,own_review,2026-08-31,false,medium,current,
wicked-quotes-motorbike-insurance-review__contact_phone,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,contact_phone,Sales line,0344 8800 962 (claims 0344 8800 967),,,,,,own_review,2026-08-31,false,high,current,
aldermore-savings-account__fixed_rate_savings_terms,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Fixed Rate Savings terms,"9 months, 1yr, 18 months, 2, 3, 4 and 5 years — £1,000 minimum",1000,,,GBP,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__4_year_bond,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,4-year bond,4.61% AER — the only 4-year term in this comparison; Which? best buy,4.61,,,percent,,third_party_rating,2026-08-15,false,high,current,
aldermore-savings-account__best_fixed_bond,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Best fixed bond,5 years at 4.65% AER,4.65,,,percent,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__best_fixed_cash_isa,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Best fixed cash ISA,3 years at 4.75% AER tax-free,4.75,,,percent,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__notice_accounts,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Notice accounts,45 Day Notice 4.05%; 60 Day Notice Cash ISA 3.51%,4.05,,,percent,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__reward_isa_single_access,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Reward ISA Single Access,"4.00% with 1 or fewer withdrawals a year, then 2.00%; £100 minimum",4,,,percent,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__double_access_account,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Double Access Account,"3.75% with up to 2 withdrawals a year, then 1.50%; £1,000 minimum",,,,,,own_review,2026-08-15,false,medium,current,
aldermore-savings-account__regular_saver,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Regular Saver,"4.20%, £25 minimum, £300 maximum per month",4.2,,,percent,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__easy_access_account,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Easy Access Account,"2.25%, £100 minimum",2.25,,,percent,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__independent_recognition,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,,Independent recognition,"Which? Recommended Provider; Defaqto Banking Award 2026, Fixed Term Cash ISAs",,,,,,third_party_rating,2026-08-15,false,high,current,
aldermore-savings-account__fscs_cover,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,fscs_cover,FSCS protection,"£120,000 per person; own licence, not shared with another brand",120000,,,GBP,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__fos_cases,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,fos_cases,"FOS new cases, Jul 2025–Mar 2026",74 — lowest of the five (uphold rate unverified),,,,,,own_review,2026-08-15,false,high,current,
aldermore-savings-account__complaint_window,Savings Accounts,aldermore-savings-account,Aldermore Savings Accounts: The Fixed-Term Specialist,https://compare100.com/aldermore-savings-account/,complaint_window,"FCA complaints, 2025 H2","1,445 opened (754 banking/credit cards, 691 home finance)",,,,,,own_review,2026-08-15,false,high,current,
barclays-personal-loan__apr,Loans,barclays-personal-loan,Barclays Personal Loan: the Rate You Only See Once You Bank There,https://compare100.com/barclays-personal-loan/,apr,Representative APR,"6.5% APR representative — Greener Home Loan, £7,500 to £15,000 over 2 to 5 years, up to £250 cashback",,7500,15000,GBP,,own_review,2026-09-13,true,medium,current,
barclays-personal-loan__underwriter,Loans,barclays-personal-loan,Barclays Personal Loan: the Rate You Only See Once You Bank There,https://compare100.com/barclays-personal-loan/,underwriter,Lender,"Barclays Bank UK PLC, FCA firm reference 759676",,,,,,own_review,2026-09-13,false,high,current,
barclays-personal-loan__maximum_advance,Loans,barclays-personal-loan,Barclays Personal Loan: the Rate You Only See Once You Bank There,https://compare100.com/barclays-personal-loan/,,Maximum advance,"£50,000, over terms up to 5 years — or up to 10 years for “selected existing customers”",,,,,,own_review,2026-09-13,false,medium,current,
barclays-personal-loan__early_settlement_charge,Loans,barclays-personal-loan,Barclays Personal Loan: the Rate You Only See Once You Bank There,https://compare100.com/barclays-personal-loan/,,Early settlement charge,A fee equal to 30 days' interest on the amount repaid; the 2004 regulations allow up to 58,,,,,,own_review,2026-09-13,false,medium,current,
barclays-personal-loan__price_guarantee,Loans,barclays-personal-loan,Barclays Personal Loan: the Rate You Only See Once You Bank There,https://compare100.com/barclays-personal-loan/,,Price guarantee,Beat a like-for-like APR within 30 days of signing and Barclays drops the rate to match,,,,,,own_review,2026-09-13,false,high,current,
barclays-personal-loan__network_size,Loans,barclays-personal-loan,Barclays Personal Loan: the Rate You Only See Once You Bank There,https://compare100.com/barclays-personal-loan/,network_size,Scale,Barclays UK held £220.8bn of loans and advances to customers at 30 June 2026,,,,,,own_review,2026-09-13,false,high,current,
carmoola-car-finance__apr,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,apr,Representative APR,14.9% fixed (rates offered run 9.9% to 29.9%),14.9,,,percent,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__hire_purchase_amount,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Hire purchase amount,"£2,000 to £40,000",,2000,40000,GBP,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__pcp_amount,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,PCP amount,"£2,000 to £55,000",,2000,55000,GBP,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__term,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Term,12 to 60 months,,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__deposit,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,deposit,Deposit,"None required; deposits up to £20,000 accepted",,,,,,own_review,2026-09-04,false,medium,current,
carmoola-car-finance__option_to_purchase_fee,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Option to purchase fee,"£1, payable at the end of the agreement",1,,,GBP,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__vehicle_limits,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,vehicle_limits,Vehicle limits (HP),"Under 15 years old and under 100,000 miles by the end of the agreement",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__vehicle_limits__dup2,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,vehicle_limits,Vehicle limits (PCP),"Under 10 years old and under 70,000 miles",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__regulated_by,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Regulated by,"FCA, firm reference number 958057",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__legal_entity,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,legal_entity,Company,"Carmoola Limited, company 12992987, incorporated 3 November 2020",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__independent_score,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,,Independent score,"4.86 out of 5 from 1,118 reviews on Smart Money People",,,,,,own_review,2026-09-04,false,high,current,
carmoola-car-finance__complaint_window,Car Finance,carmoola-car-finance,"Carmoola Car Finance Review: Rates, Limits and What It Won't Fund",https://compare100.com/carmoola-car-finance/,complaint_window,Complaints line,"020 3773 3901, 8am to 8pm daily",,,,,,own_review,2026-09-04,false,high,current,
close-brothers-savings-account__deposit,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,deposit,Minimum deposit,"£10,000 on every product — the highest entry barrier in this comparison",10000,,,GBP,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__deposit__dup2,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,deposit,Maximum deposit,"£2,000,000 per account (FSCS protects £120,000)",2000000,,,GBP,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__easy_access,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Easy Access,"3.85% AER variable, unlimited withdrawals, no bonus",,,,,,own_review,2026-08-15,false,medium,current,
close-brothers-savings-account__95_day_notice,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,95 Day Notice,"4.10% AER variable, top-ups allowed at any time",4.1,,,percent,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__fixed_rate_bonds,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Fixed Rate Bonds,"5yr 4.85%, 3yr 4.80%, 2yr 4.80%, 1yr 4.72% AER",4.85,,,percent,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__fixed_rate_cash_isas,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Fixed Rate Cash ISAs,"Up to 4.75% over 1, 2, 3 and 5-year terms",4.75,,,percent,,own_review,2026-08-15,false,medium,current,
close-brothers-savings-account__funding_window,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Funding window,"10 days, multiple transfers accepted; then no deposits or withdrawals",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__early_isa_exit_penalty,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Early ISA exit penalty,90–365 days' interest depending on term,,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__awards,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Awards,Moneyfacts Compare Awards 2026 — Fixed Rate Savings Provider and ISA Provider of the Year,,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__group_conduct_provision,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Group conduct provision,"Motor finance redress provision raised to £300m from £165m, with further provisions since",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__fos_cases,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,fos_cases,"FOS new cases, Jul 2025–Mar 2026","671 against Close Brothers Limited, mostly motor finance (uphold rate unverified)",,,,,,own_review,2026-08-15,false,high,current,
close-brothers-savings-account__not_available,Savings Accounts,close-brothers-savings-account,"Close Brothers Savings: £10,000 Minimum, 4.85% Ceiling",https://compare100.com/close-brothers-savings-account/,,Not available,"Branches, regular saver, under-18 products",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__online_easy_access_rate,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Online Easy Access rate,4.55% AER variable (includes 2.00% AER bonus for 12 months),4.55,,,percent,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__underlying_rate_after_bonus,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Underlying rate after bonus,Approx. 2.55% AER (derived: headline minus stated bonus),2.55,,,percent,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__minimum_to_open_easy_access,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Minimum to open easy access,£1,1,,,GBP,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__online_isa,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Online ISA,"4.15% AER variable, £1 minimum, transfers in accepted",4.15,,,percent,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__1_year_fixed_rate_cash_isa,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,1-Year Fixed Rate Cash ISA,"4.67% AER tax-free, £500 minimum, £20,000 subscription cap",4.67,,,percent,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__early_isa_closure_penalty,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Early ISA closure penalty,180 days' loss of interest; not a flexible ISA,,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__fixed_rate_bonds,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Fixed Rate Bonds,"£1,000 minimum to £1,000,000; 6-month shown at 4.27% AER",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__bond_funding_window,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Bond funding window,"14 days, then no further deposits and no withdrawals",,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__notice_accounts,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,,Notice accounts,"35 / 95 / 120 days, £500 minimum — rates indicative, confirm with Cynergy",500,,,GBP,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__eligibility,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,eligibility,Eligibility,18+ and UK resident for tax purposes,,,,,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__fscs_cover,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,fscs_cover,FSCS protection,"£120,000 per person (£240,000 joint); own licence, not shared",120000,,,GBP,,own_review,2026-08-15,false,high,current,
cynergy-bank-savings-account__fos_cases,Savings Accounts,cynergy-bank-savings-account,"Cynergy Bank Savings Accounts: Rates, Bonus Trap and Verdict",https://compare100.com/cynergy-bank-savings-account/,fos_cases,"FOS new cases, Jul 2025–Mar 2026",83 (uphold rate unverified),,,,,,own_review,2026-08-15,false,high,current,
first-direct-1st-account__aer_rate,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,aer_rate,"Interest, first 12 months","None on balances; 7.00% AER fixed for 12 months on the linked Regular Saver, £25–£300 a month",7,,,percent,,own_review,2026-09-12,true,high,current,
first-direct-1st-account__firm,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,,Firm,"first direct, a division of HSBC UK Bank plc, Financial Services Register firm reference number 765112",,,,,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__switch_payment,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,,Switch payment,"£175, paid by the 20th of the month after all four conditions are met",175,,,GBP,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__switch_conditions,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,,Switch conditions,"Within 45 days: switch via CASS with 2+ Direct Debits or standing orders, deposit £1,000, make 5+ debit card payments, log on to digital banking",,,,,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__who_cannot_claim_it,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,,Who cannot claim it,"Anyone who has held a first direct product before, or opened an HSBC current account on or after 1 January 2018",,,,,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__linked_regular_saver,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,,Linked Regular Saver,"7.00% AER / gross, fixed 12 months, £25 to £300 a month, £3,600 maximum",,25,300,GBP,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__overdraft,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,overdraft,Arranged overdraft,"First £250 at 0% EAR, then 39.9% EAR variable; 30.5% APR representative on an assumed £1,200 limit",250,,,GBP,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__deposit,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,deposit,Deposit protection,"£120,000 (£240,000 joint) since 1 December 2025 — one limit shared across five HSBC brands",120000,,,GBP,,own_review,2026-09-12,false,high,current,
first-direct-1st-account__complaint_window,Current Accounts,first-direct-1st-account,"first direct 1st Account: the £175 Switch, the 7% Saver and the HSBC Rule Behind Both",https://compare100.com/first-direct-1st-account/,complaint_window,"Complaints, 1 January to 30 June 2026","6,076 banking and credit card complaints, 1.47 per 1,000 accounts, 48.4% upheld",48.4,,,percent,,own_review,2026-09-12,false,high,current,
leeds-building-society-cash-isa__aer_rate,ISA's,leeds-building-society-cash-isa,Leeds Building Society Cash ISA Review,https://compare100.com/leeds-building-society-cash-isa/,aer_rate,Best cash ISA rate,4.50% AER fixed — best one-year rate in this comparison,4.5,,,percent,,own_review,2026-08-15,false,high,current,
